Gene	Average_Divergence
FOXP3	0.026730214285714288
FOXP4	0.02653018727272727
FOXP4-AS1	0.030277933333333337
FOXQ1	0.033557
FOXR1	0.012248015000000001
FOXR2	0.0363572
FOXRED1	0.02668377
FOXRED2	0.030004877142857145
FOXS1	0.0326996
FPGS	0.02746316142857143
FPR1	0.0335121
FPR2	0.0429275
FRA10AC1	0.03326506666666667
FRAS1	0.028973642575757574
FRAT1	0.023979
FRAT2	0.0260601
FREM1	0.025192175454545454
FREM2	0.02595572391304348
FREM2-AS1	0.03411765
FREM3	0.021667194285714286
FRG1	0.01631478
FRG1-DT	0.06393845000000001
FRG2	0.1351125
FRG2B	0.018972455
FRG2C	0.140689
FRK	0.01776864625
FRMD1	0.0773976
FRMD3	0.0320577375
FRMD4A	0.022658328571428573
FRMD4B	0.01833812090909091
FRMD5	0.02270522857142857
FRMD6	0.020533215555555553
FRMD6-AS1	0.0424658
FRMD6-AS2	0.0355185
FRMD7	0.014872661666666667
FRMD8	0.03496655
FRMPD1	0.020746014
FRMPD2	0.04008375863636364
FRMPD3	0.009520465384615385
FRMPD3-AS1	0.0222841
FRMPD4	0.018268396842105263
FRMPD4-AS1	0.0334158
FRRS1	0.019259162
FRRS1L	0.021838725
FRS2	0.014125202
FRS3	0.031571381999999995
FRY	0.01821291
FRY-AS1	0.0549486
FRYL	0.011564335217391303
FRZB	0.01536212
FSCB	0.0477538
FSCN1	0.03313296
FSCN2	0.0286188
FSCN3	0.022454542857142858
FSD1	0.01411504
FSD1L	0.015857225000000003
FSD2	0.0236151
FSHB	0.04603375
FSHR	0.020038233333333332
FSIP1	0.027579712
FSIP2	0.029338203333333337
FSIP2-AS1	0.04040013333333333
FSIP2-AS2	0.061476
FST	0.009164026666666667
FSTL1	0.014836657142857142
FSTL3	0.030105100000000003
FSTL4	0.028108915384615386
FSTL5	0.016477664285714285
FTCD	0.02299892857142857
FTCDNL1	0.04389376666666667
FTH1	0.02799475
FTHL17	0.0358974
FTL	0.0181749425
FTMT	0.0283843
FTO	0.034616895714285716
FTO-IT1	0.0248756
FTSJ1	0.03657460857142857
FTSJ3	0.02308993818181818
FTX	0.021651497500000002
FUBP1	0.009985154
FUBP3	0.01227776
FUCA1	0.02089964142857143
FUCA2	0.0274365
FUNDC1	0.012791720000000001
FUNDC2	0.019855325
FURIN	0.025602808333333334
FUS	0.015107494545454543
FUT1	0.0459816
FUT10	0.038546425
FUT11	0.029341933333333334
FUT2	0.0937056
FUT3	0.051367
FUT4	0.0355563
FUT5	0.0273711
FUT7	0.0456541
FUT8	0.013849529999999999
FUT9	0.0473846
FUZ	0.020951683333333332
FXN	0.039040275
FXR1	0.01159477
FXR2	0.01161852
FXYD1	0.039947525
FXYD2	0.0553633
FXYD3	0.04573978
FXYD4	0.0703125
FXYD5	0.046080875
FXYD6	0.024125169999999998
FXYD7	0.020285400000000002
FYB1	0.02291546
FYB2	0.027755503333333334
FYCO1	0.029997357058823528
FYN	0.011816834
FYTTD1	0.028668192
FZD1	0.0352975
FZD10	0.0329369
FZD10-AS1	0.0629914
FZD2	0.0527278
FZD3	0.014849727142857141
FZD4	0.0273798
FZD4-DT	0.0260223
FZD5	0.01891425
FZD6	0.015806558333333335
FZD7	0.0229609
FZD9	0.0196581
FZR1	0.026252429
G0S2	0.032914849999999996
G2E3	0.035000366666666664
G2E3-AS1	0.0118577
G3BP1	0.0187290875
G3BP2	0.022750838666666665
G6PC1	0.01765488
G6PC2	0.02126086
G6PC3	0.03171119333333333
G6PD	0.028652055555555556
GAA	0.045303229411764706
GAB1	0.020270820000000002
GAB2	0.05059885555555556
GAB3	0.030481084285714284
GABARAP	0.012913386666666667
GABARAPL1	0.03342743333333333
GABARAPL1-AS1	0.06882243333333334
GABARAPL2	0.005806596666666667
GABBR1	0.014517020588235294
GABBR2	0.01501821625
GABPA	0.015783481428571427
GABPB1	0.01732372111111111
GABPB2	0.021226573333333335
GABRA1	0.0207184625
GABRA2	0.017838200000000002
GABRA3	0.01444807375
GABRA4	0.009538331428571429
GABRA5	0.02249965625
GABRA6	0.02743758571428571
GABRB1	0.008964683333333332
GABRB2	0.012770771249999998
GABRB3	0.02049419666666667
GABRD	0.03968498571428571
GABRE	0.02340553
GABRG1	0.022379464285714284
GABRG2	0.01403726375
GABRG3	0.02411582142857143
GABRG3-AS1	0.051533949999999995
GABRP	0.020129807142857142
GABRQ	0.04607920000000001
GABRR1	0.019794355
GABRR2	0.02099786285714286
GACAT1	0.032493
GACAT3	0.0555604
GAD1	0.014864206363636364
GAD2	0.0226493875
GADD45A	0.0194977075
GADD45B	0.0232083475
GADD45G	0.043580497499999996
GADD45GIP1	0.0329897
GADL1	0.025181914285714285
GAGE1	0.09641603333333333
GAK	0.023863563
GAL	0.0524345
GAL3ST1	0.02028594
GAL3ST2	0.03564185
GAL3ST3	0.03003233333333333
GAL3ST4	0.022119833333333335
GALC	0.02757127666666667
GALE	0.021619654444444445
GALK1	0.0274668
GALK2	0.029658089999999998
GALM	0.022655928
GALNS	0.021083036
GALNT1	0.020053853
GALNT10	0.019493199166666666
GALNT11	0.029676485384615384
GALNT12	0.024299233
GALNT13	0.015158430833333333
GALNT14	0.030889966
GALNT15	0.0299891
GALNT16	0.019657335714285715
GALNT16-AS1	0.03796625
GALNT17	0.022387299
GALNT2	0.024881857777777776
GALNT3	0.012559462727272729
GALNT4	0.0274961
GALNT5	0.021213771111111113
GALNT6	0.019615222727272726
GALNT7	0.014671278888888889
GALNT7-DT	0.03876503333333333
GALNT8	0.03133932666666667
GALNT9	0.028976580000000002
GALNTL5	0.03453263333333333
GALNTL6	0.0169508825
GALNTL6-AS1	0.0437171875
GALR1	0.048336950000000004
GALR2	0.02225255
GALR3	0.02511605
GALT	0.01753780833333333
GAMT	0.0370751
GAN	0.0177334
GANAB	0.017272494000000003
GANC	0.024426166428571428
GAP43	0.018196355
GAPDH	0.04053459166666667
GAPDHS	0.027995839999999998
GAPLINC	0.04106765
GAPT	0.04586623333333333
GAPVD1	0.01978832368421053
GAR1	0.0193996525
GAREM1	0.012251743333333334
GAREM2	0.019930938571428573
GARIN1A	0.0315041
GARIN1B	0.029030942857142857
GARIN2	0.028166028571428574
GARIN3	0.0377748
GARIN4	0.0288418
GARIN5A	0.0274602
GARIN5B	0.0388919
GARIN6	0.05298155
GARNL3	0.022664957647058823
GARRE1	0.021318858000000003
GARS1	0.016876804166666665
GARS1-DT	0.0425641
GART	0.022518594117647058
GAS1	0.0166353
GAS1RR	0.05053077142857143
GAS2	0.02014186777777778
GAS2L1	0.0267165225
GAS2L2	0.0238156
GAS2L3	0.01742467625
GAS5	0.015625
GAS6	0.02899626857142857
GAS6-DT	0.0688372
GAS7	0.02303882
GAS8	0.028952020000000002
GASAL1	0.03839305
GASK1A	0.04547912
GASK1B	0.025111184285714287
GASK1B-AS1	0.05960835
GAST	0.02950655
GATA1	0.01799718
GATA2	0.0348787875
GATA2-AS1	0.035239763333333333
GATA3	0.012192885
GATA3-AS1	0.045369599999999996
GATA4	0.044582512500000004
GATA5	0.033290418
GATA6	0.01235842
GATA6-AS1	0.0344291
GATAD1	0.019888074999999998
GATAD2A	0.03224870769230769
GATAD2B	0.010552412
GATB	0.034394299999999996
GATC	0.049741366666666675
GATD1	0.0352856
GATM	0.016304662
GAU1	0.04448723333333334
GBA	0.021887229
GBA2	0.015584808666666667
GBE1	0.016868357142857143
GBF1	0.015107657096774193
GBGT1	0.04921843333333333
GBP1	0.030226209999999996
GBP2	0.03139809111111111
GBP4	0.04555912222222222
GBP5	0.03250525454545455
GBP6	0.049273865
GBP7	0.04400611555555556
GBX1	0.0178083
GBX2	0.020909650000000002
GC	0.03673472857142857
GCA	0.042972250000000004
GCAT	0.03007242222222222
GCAWKR	0.04882437142857143
GCC1	0.0262534
GCC2	0.02478843615384615
GCDH	0.029695728571428572
GCFC2	0.02797204857142857
GCG	0.0125922025
GCGR	0.0334007325
GCH1	0.022737233333333332
GCHFR	0.043861899999999995
GCK	0.032691652307692304
GCKR	0.022828914285714288
GCLC	0.020231464545454544
GCLM	0.017634325
GCM1	0.026610494000000002
GCM2	0.0231875
GCN1	0.01890849027027027
GCNA	0.03892832
GCNT1	0.03356368
GCNT2	0.0376372
GCNT3	0.031171833333333333
GCNT4	0.05210633333333333
GCNT7	0.047251375
GCSAM	0.0419982
GCSAML	0.05001225
GCSH	0.01803605
GCSIR	0.04929045
GDA	0.021609712222222223
GDAP1	0.01702313
GDAP1L1	0.02797298
GDAP2	0.021626994444444443
GDE1	0.02410248
GDF2	0.03526675
GDF3	0.02447255
GDF5	0.01378098
GDF5-AS1	0.0298507
GDF6	0.01615582
GDF7	0.02748475
GDF9	0.05021495
GDI1	0.015331125000000001
GDI2	0.0200025225
GDNF	0.029517966666666662
GDNF-AS1	0.0306836
GDPD1	0.01257132
GDPD2	0.011639217142857141
GDPD3	0.020572565
GDPD4	0.03087341
GDPD5	0.029063269230769233
GDPGP1	0.037037
GEM	0.0304949275
GEMIN2	0.027451933333333334
GEMIN4	0.0223304
GEMIN5	0.018546165454545457
GEMIN6	0.0319723
GEMIN7	0.032288275
GEMIN8	0.030514275
GEN1	0.022727336666666667
GET1	0.029567825
GET1-SH3BGR	0.032682133333333335
GET3	0.020570285714285715
GET4	0.045033500000000004
GFAP	0.019851296666666667
GFER	0.023174846666666665
GFI1	0.018269615714285713
GFI1B	0.0385868575
GFM1	0.021134803636363636
GFM2	0.026488831818181815
GFOD1	0.04135456
GFOD1-AS1	0.0378378
GFOD2	0.04006496666666667
GFPT1	0.016954220714285713
GFPT2	0.020151062727272726
GFRA1	0.029873638181818183
GFRA2	0.02041806
GFRA3	0.032464650000000005
GFRA4	0.02486706666666667
GFRAL	0.018977534
GFUS	0.02736938
GFY	0.034574600000000004
GGA1	0.02622172416666667
GGA2	0.00910158090909091
GGA3	0.034156040909090905
GGACT	0.0292398
GGCT	0.02623277
GGCX	0.018843606363636363
GGH	0.02839081
GGN	0.027345750000000002
GGNBP2	0.00838495
GGPS1	0.035584924999999996
GGT1	0.034973711428571426
GGT5	0.03946072
GGT6	0.039824625
GGT7	0.017090242999999998
GGTA1	0.04134208
GH1	0.014353435
GHDC	0.03215189285714286
GHET1	0.0512492
GHITM	0.013861401428571427
GHR	0.03443848090909091
GHRH	0.034474875
GHRHR	0.04170831666666667
GHRL	0.031739583333333335
GHRLOS	0.055893033333333335
GHSR	0.03084545
GID4	0.009500018
GID8	0.032968875
GIGYF1	0.027320244210526316
GIGYF2	0.015493629545454544
GIHCG	0.0393939
GIMAP1	0.0136452
GIMAP1-GIMAP5	0.0586381
GIMAP2	0.0492424
GIMAP4	0.05229615
GIMAP6	0.0722101
GIMAP7	0.0540788
GIMAP8	0.045153200000000004
GIMD1	0.02523325
GIN1	0.023421137142857144
GINM1	0.022184985
GINS1	0.0372756
GINS2	0.0283346
GINS3	0.035015833333333336
GINS4	0.03678856666666667
GIP	0.01872455
GIPC1	0.019385825
GIPC2	0.019112815000000002
GIPC3	0.06427896
GIPR	0.01991211875
GIT1	0.012953508181818181
GIT2	0.018903548333333336
GJA1	0.00668265
GJA10	0.0313846
GJA3	0.0313969
GJA4	0.0384365
GJA5	0.04252335
GJA8	0.0208644
GJA9	0.0451613
GJB1	0.00892855
GJB2	0.04409135
GJB3	0.06161593333333334
GJB4	0.045389
GJB5	0.049037399999999995
GJB6	0.051496183333333334
GJB7	0.0295643
GJC1	0.01764519
GJC2	0.0425326
GJC3	0.0280971
GJD2	0.028114
GJD2-DT	0.0251564
GJD4	0.0528057
GJE1	0.015909966666666667
GK	0.01988883875
GK2	0.056867
GK5	0.02488855
GKAP1	0.010686857142857142
GKN1	0.040867652500000004
GKN2	0.038238675
GLA	0.023506973333333334
GLB1	0.0268918
GLB1L	0.012919295454545454
GLB1L2	0.027367499
GLB1L3	0.03523891428571429
GLCCI1	0.010516274285714286
GLCCI1-DT	0.04567305
GLCE	0.018931498333333335
GLDC	0.020950390714285717
GLDN	0.019915195714285714
GLE1	0.029693806923076924
GLG1	0.015328781176470588
GLI1	0.015730968
GLI2	0.034076398
GLI3	0.015725860666666664
GLI4	0.0278846
GLIPR1	0.021618456666666664
GLIPR1L1	0.053043
GLIPR1L2	0.022844285
GLIPR2	0.028096825
GLIS1	0.03579157363636364
GLIS2	0.025340075
GLIS2-AS1	0.0295864
GLIS3	0.021307923333333336
GLMN	0.01038459888888889
GLMP	0.03228676666666667
GLO1	0.04809805
GLOD4	0.026040428571428572
GLOD5	0.017686666666666667
GLP1R	0.02017611
GLP2R	0.038114825
GLRA1	0.009115799999999999
GLRA2	0.015206164444444444
GLRA3	0.022489811428571427
GLRB	0.023221764444444445
GLRX	0.03868763333333333
GLRX2	0.0486451
GLRX3	0.01644105
GLRX5	0.020322185
GLS	0.01597025714285714
GLS2	0.029594253333333334
GLT1D1	0.03766048
GLT8D1	0.031798264444444446
GLT8D2	0.035896621249999996
GLTP	0.0217136
GLTPD2	0.03715266666666667
GLUD1	0.02214224625
GLUD2	0.0816327
GLUL	0.0270298125
GLYCTK	0.029505225
GLYCTK-AS1	0.0370714
GLYR1	0.01921318
GM2A	0.043116100000000004
GMCL1	0.008369454000000002
GMCL2	0.017229
GMDS	0.01709927285714286
GMDS-DT	0.054757099999999996
GMEB1	0.008651105
GMEB2	0.02864986
GMFB	0.0229824
GMIP	0.022996630909090907
GML	0.0408155
GMNC	0.024263243333333333
GMNN	0.0267757
GMPPA	0.02063325714285714
GMPPB	0.02437054
GMPR	0.025816699999999998
GMPR2	0.023129638571428572
GMPS	0.013030833333333332
GNA11	0.044263533333333334
GNA12	0.03444835
GNA13	0.01758749
GNA14	0.021339020000000004
GNA14-AS1	0.0582524
GNA15	0.031758125
GNA15-DT	0.0678925
GNAI1	0.01837421875
GNAI2	0.027561177500000002
GNAI3	0.0149750925
GNAL	0.0403105
GNAO1-AS1	0.0306812
GNAO1-DT	0.0304424
GNAQ	0.008785964285714284
GNAS	0.016788033
GNAS-AS1	0.0357952
GNAT1	0.0154619625
GNAT2	0.022277605
GNAT3	0.01009498142857143
GNAZ	0.02889705
GNB1	0.02858975625
GNB1L	0.03986916666666667
GNB2	0.0163395
GNB3	0.02924465
GNB4	0.026670851666666665
GNB5	0.020263694285714284
GNE	0.01940068333333333
GNG10	0.00917431
GNG11	0.0493403
GNG12	0.02012893333333333
GNG12-AS1	0.037569160000000004
GNG13	0.0205413
GNG2	0.050784891666666665
GNG3	0.0232558
GNG4	0.03267365
GNG5	0.027723025
GNG5P2	0.0276008
GNG7	0.0448207
GNG8	0.0291646
GNGT1	0.00952381
GNGT2	0.031193760000000004
GNL1	0.012002467
GNL2	0.0250315425
GNL3	0.022727152
GNL3L	0.01892028
GNLY	0.0
GNMT	0.0136986
GNPAT	0.016658336363636363
GNPDA1	0.0252235
GNPDA2	0.010800096666666667
GNPNAT1	0.03437527333333334
GNPTAB	0.015323155
GNPTG	0.03605865
GNRH1	0.03837365
GNRH2	0.04711455
GNRHR	0.029424500000000003
GNS	0.017170784
GOLGA1	0.028042761
GOLGA2	0.05165942
GOLGA3	0.031012794
GOLGA4	0.016826610000000002
GOLGA5	0.019104680000000002
GOLGA6L7	0.0
GOLGA7	0.024108578000000002
GOLGA7B	0.01956625
GOLGA7B-DT	0.041051366666666665
GOLGB1	0.022001904736842104
GOLIM4	0.01938666375
GOLM1	0.023906225555555556
GOLM2	0.017619424999999998
GOLPH3	0.008431205
GOLPH3L	0.024119138000000002
GOLT1A	0.047355133333333334
GOLT1B	0.016392303333333334
GON4L	0.013932918181818183
GON7	0.0260301
GOPC	0.01838839
GORAB	0.030070012857142857
GORAB-AS1	0.04387333333333334
GORASP1	0.021301216666666668
GORASP2	0.014778105
GOSR1	0.017729463333333334
GOSR2	0.028978392
GOT1	0.017421807777777777
GOT1-DT	0.039076
GOT1L1	0.024375482
GOT2	0.023855643333333332
GP1BA	0.0430887
GP1BB	0.0180383
GP2	0.0383923875
GP5	0.0387244
GP6	0.040214
GP9	0.0606125
GPA33	0.05255738571428571
GPAA1	0.028275138999999998
GPALPP1	0.028818357500000003
GPAM	0.017182296923076924
GPANK1	0.04445206666666666
GPAT3	0.02382975833333333
GPAT4	0.03021041
GPATCH1	0.024862418181818183
GPATCH11	0.036856266666666665
GPATCH2	0.02177812
GPATCH2L	0.032824175
GPATCH3	0.03271612
GPATCH4	0.0229028
GPATCH8	0.014141525
GPBAR1	0.05894083333333333
GPBP1	0.009081401818181819
GPBP1L1	0.015540569
GPC1	0.03409242333333333
GPC1-AS1	0.060472250000000005
GPC2	0.031145677777777783
GPC3	0.01361057125
GPC3-AS1	0.02079
GPC4	0.019890023333333333
GPC5	0.024980382500000002
GPC5-AS1	0.0350195
GPC6	0.014937894444444445
GPC6-AS1	0.04751063333333333
GPC6-AS2	0.059874199999999995
GPCPD1	0.018370639999999997
GPD1	0.0196974
GPD1L	0.0217480725
GPD2	0.014984106
GPER1	0.0342946
GPHA2	0.04736785
GPHB5	0.0347133
GPHN	0.012297716666666667
GPI	0.030495934285714284
GPKOW	0.025652101111111113
GPLD1	0.02634680076923077
GPM6A	0.03228355571428571
GPM6A-DT	0.032956
GPM6B	0.014688714285714288
GPN1	0.034235805
GPN2	0.02546484
GPN3	0.04175168
GPNMB	0.02871726
GPR101	0.037172449999999996
GPR107	0.029855714999999998
GPR108	0.033398210000000005
GPR119	0.02873055
GPR12	0.0370774
GPR132	0.0463725
GPR135	0.0306034
GPR137	0.030395500000000002
GPR137B	0.013180616666666665
GPR137C	0.009981746666666666
GPR139	0.024578250000000003
GPR141	0.0401182
GPR142	0.03211643333333333
GPR143	0.02967045
GPR146	0.0334362
GPR148	0.033752
GPR149	0.02995785
GPR15	0.0285926
GPR150	0.0270536
GPR151	0.0288749
GPR152	0.0366133
GPR153	0.025579216666666665
GPR155	0.0194637725
GPR155-DT	0.03518425
GPR156	0.022766752
GPR157	0.04236173333333334
GPR158	0.013134846
GPR158-AS1	0.0307587
GPR160	0.05483936666666667
GPR161	0.038793997499999996
GPR162	0.01716955
GPR17	0.0312951
GPR171	0.03536475
GPR173	0.020341949999999998
GPR174	0.030199949999999996
GPR176	0.02379746666666667
GPR176-DT	0.04471765
GPR179	0.02614345777777778
GPR18	0.03589033333333334
GPR180	0.019677555714285717
GPR182	0.0351881
GPR183	0.0331457
GPR19	0.00948653
GPR199P	0.0613198
GPR20	0.0326705
GPR21	0.0179063
GPR22	0.016746126666666666
GPR25	0.0373754
GPR26	0.028496443333333333
GPR27	0.0170132
GPR3	0.0216727
GPR32	0.0645724
GPR34	0.01618685
GPR35	0.06514245
GPR37	0.024033699999999998
GPR37L1	0.0431566
GPR39	0.0469993
GPR4	0.03139285
GPR42	0.0401003
GPR45	0.0359837
GPR50	0.024188249999999998
GPR50-AS1	0.04852745
GPR52	0.0228137
GPR55	0.0483025
GPR6	0.04236226666666667
GPR61	0.0236091
GPR63	0.0265974
GPR65	0.04465
GPR68	0.023019233333333333
GPR75	0.009888925
GPR78	0.061413133333333335
GPR82	0.0222162
GPR83	0.0264939
GPR84	0.0204802
GPR84-AS1	0.025431375
GPR85	0.0121722825
GPR87	0.025588666666666666
GPR88	0.0219066
GPR89B	0.02106237
GPRACR	0.04857725
GPRASP1	0.0454431
GPRASP2	0.01754675
GPRC5A	0.04782143333333333
GPRC5B	0.029038340000000003
GPRC5C	0.036902775
GPRC5D	0.0330843
GPRC5D-AS1	0.05907063333333334
GPRC6A	0.01711135
GPRIN1	0.03796295
GPRIN3	0.05209635
GPS1	0.04115762444444444
GPS2	0.010742728
GPSM2	0.02148604076923077
GPSM3	0.0243154
GPT	0.030432485714285713
GPT2	0.03194246363636363
GPX1	0.0380687
GPX2	0.017389434999999998
GPX3	0.023083430000000002
GPX4	0.026337074999999998
GPX5	0.044611899999999996
GPX6	0.029879049999999997
GPX7	0.0284828
GPX8	0.023503173333333332
GRAMD1A	0.028000502666666666
GRAMD1B	0.020783126
GRAMD1C	0.017795772857142858
GRAMD2A	0.00970874
GRAMD2B	0.02463566888888889
GRAMD4	0.03809955714285714
GRAP	0.0333225
GRAP2	0.0320352
GRASLND	0.047883666666666665
GRB10	0.041060460666666666
GRB14	0.017130756666666667
GRB2	0.029598859999999998
GRB7	0.025678925454545455
GREB1	0.02996421529411765
GREB1L	0.017357603125
GREM1	0.04942776666666667
GREM2	0.07011424999999999
GREP1	0.04844226666666667
GRHL1	0.02021365777777778
GRHL2	0.02015604625
GRHL3	0.020648317777777776
GRHL3-AS1	0.038173033333333335
GRHPR	0.029684463333333338
GRIA1	0.013059659411764705
GRIA2	0.007869401176470588
GRIA3	0.011370282777777777
GRIA4	0.014674686470588236
GRID2	0.012495158000000001
GRID2IP	0.02621135294117647
GRIFIN	0.02507413333333333
GRIK1	0.014539113125
GRIK1-AS1	0.043536000000000005
GRIK1-AS2	0.06040155
GRIK2	0.00463179375
GRIK3	0.016989415333333334
GRIK4	0.019399084761904762
GRIK5	0.01608729263157895
GRIN1	0.02468773875
GRIN2A	0.017238209285714286
GRIN2B	0.012490804999999999
GRIN2C	0.025724742857142855
GRIN2D	0.01652586
GRIN3A	0.0199856125
GRIN3B	0.034081652500000004
GRINA	0.027307952857142857
GRIP1	0.01534001523809524
GRIP2	0.0284297
GRIPAP1	0.01327660111111111
GRK1	0.03578693333333333
GRK2	0.02004073
GRK3	0.023430405
GRK3-AS1	0.0663261
GRK4	0.0248807
GRK5	0.022041952222222223
GRK6	0.016399827999999998
GRK7	0.03155426
GRM1	0.02347782
GRM2	0.028168750000000003
GRM3	0.02334201666666667
GRM4	0.02852500846153846
GRM5	0.012043316666666668
GRM5-AS1	0.029411149999999997
GRM6	0.029628522
GRM7	0.014649045
GRM7-AS1	0.05750405
GRM7-AS2	0.0572792
GRM7-AS3	0.030961003333333334
GRM8	0.01715272857142857
GRM8-AS1	0.034000749999999996
GRN	0.028675107999999998
GRP	0.024178933333333333
GRPEL1	0.02146017
GRPEL2	0.0334041
GRPEL2-AS1	0.0810811
GRPR	0.01958056666666667
GRSF1	0.013560605714285714
GRTP1	0.0333697
GRTP1-AS1	0.077381
GRWD1	0.016443116666666667
GRXCR1	0.020730466666666666
GRXCR2	0.02017096666666667
GS1-204I12.4	0.03432553333333333
GS1-24F4.2	0.0622222
GS1-278J22.2	0.02599825
GS1-594A7.3	0.0555556
GSAP	0.02419724
GSC	0.016748933333333334
GSC-DT	0.04083805
GSC2	0.034185266666666665
GSDMA	0.02436115
GSDMB	0.054116
GSDMC	0.029392871428571426
GSDMD	0.04365484285714286
GSDME	0.0399419
GSE1	0.03059298421052632
GSEC	0.0425532
GSG1	0.0337631375
GSG1L	0.018887880000000003
GSG1L2	0.04350885
GSK3A	0.010538485714285714
GSK3B	0.008433458571428572
GSKIP	0.0304741
GSN	0.035456785000000005
GSPT1	0.018295746666666668
GSPT2	0.0157933
GSR	0.02363652
GSS	0.02224638625
GSTA1	0.03462473333333333
GSTA2	0.059708840000000006
GSTA3	0.0503328
GSTA4	0.020813396
GSTA5	0.0239248
GSTCD	0.02045785375
GSTCD-AS1	0.0361446
GSTK1	0.043077525
GSTM2	0.02667985
GSTM3	0.03984270333333333
GSTM4	0.0
GSTM5	0.1024975
GSTO1	0.014209305
GSTO2	0.03090401666666667
GSTP1	0.029598585
GSTT2	0.035406275
GSTT4	0.021008525
GSTZ1	0.05117173333333334
GSX1	0.0303078
GSX2	0.0286194
GTDC1	0.03151426266666667
GTF2A1	0.00882951
GTF2A1-AS1	0.0463687
GTF2A1L	0.02019648
GTF2A2	0.030907318333333333
GTF2B	0.0102014
GTF2E1	0.020786732500000002
GTF2E2	0.025772471428571427
GTF2F1	0.028581512500000003
GTF2F2	0.027064685
GTF2H1	0.012386124444444445
GTF2H2	0.007965766
GTF2H2C	0.00638468
GTF2H3	0.028200133333333332
GTF2H4	0.02260105
GTF2H5	0.0330525
GTF2I	0.016257815
GTF2I-AS1	0.0275862
GTF2IRD1	0.023026873333333336
GTF2IRD2B	0.0260717
GTF3A	0.0190894
GTF3C1	0.022266135357142856
GTF3C2	0.016353189285714286
GTF3C3	0.01204586875
GTF3C4	0.021361775
GTF3C5	0.02601486
GTF3C6	0.025
GTPBP1	0.018390146666666666
GTPBP10	0.023285683333333335
GTPBP2	0.014268416666666665
GTPBP3	0.023036702
GTPBP4	0.036245566666666666
GTPBP6	0.0656934
GTPBP8	0.03191515
GTSCR1	0.05766155
GTSE1	0.05264196
GTSE1-DT	0.0484037
GTSF1	0.01086955
GTSF1L	0.0330073
GUCA1A	0.024608266666666666
GUCA1ANB	0.0281124
GUCA1B	0.0316482775
GUCA1C	0.036017275
GUCA2A	0.0445234
GUCA2B	0.06090126666666667
GUCD1	0.037461520000000005
GUCY1A1	0.03954883333333334
GUCY1A2	0.017659652857142858
GUCY1B1	0.013568492307692307
GUCY2C	0.017598741333333334
GUCY2D	0.024482021333333333
GUCY2F	0.014202896666666666
GUF1	0.01599113833333333
GUK1	0.0555556
GULP1	0.02312454
GUSB	0.033680305555555554
GVQW3	0.0390153
GXYLT1	0.01834244428571428
GXYLT2	0.019459349999999997
GYG1	0.010682021428571428
GYG2	0.041952699999999996
GYPA	0.02469311
GYPC	0.036545233333333337
GYS1	0.02006641
GYS2	0.018458796
GZF1	0.036099559999999996
GZMA	0.029595551999999997
GZMB	0.0525044
GZMH	0.07149182500000001
GZMK	0.019834614
GZMM	0.048067275
H1-0	0.0368517
H1-1	0.043883
H1-10	0.038835
H1-10-AS1	0.05870665
H1-2	0.0560876
H1-3	0.0592021
H1-4	0.0382653
H1-5	0.0506971
H1-6	0.0767123
H1-7	0.0715421
H1-8	0.04647604
H19	0.04917065
H2AC12	0.0460829
H2AC14	0.0762712
H2AC20	0.0302419
H2AC21	0.0180361
H2AC4	0.0311891
H2AC6	0.0538922
H2AC7	0.0765864
H2AJ	0.00183824
H2AW	0.0200445
H2AX	0.0358285
H2AZ1	0.005123549999999999
H2AZ1-DT	0.04667125
H2AZ2	0.024466028
H2AZ2-DT	0.0401338
H2BC11	0.0348837
H2BC12	0.054024
H2BC13	0.0323326
H2BC14	0.0345572
H2BC15	0.0343348
H2BC17	0.0382166
H2BC18	0.033053349999999995
H2BC21	0.0535445
H2BC3	0.0
H2BC5	0.025145
H2BC6	0.0
H2BC9	0.0176322
H2BK1	0.07151740000000001
H2BN1	0.0383887
H2BU1	0.0154185
H2BW1	0.0167866
H3-3A	0.008581526666666667
H3-3B	0.028251150000000003
H3-4	0.0188285
H3Y1	0.0186916
H3Y2	0.121891
H4-16	0.060274
H6PD	0.040356380000000004
HAAO	0.0337852875
HABP2	0.04004476
HABP4	0.020939043333333334
HACD1	0.022746759999999998
HACD2	0.025495716666666668
HACD3	0.01481786857142857
HACD4	0.022214249999999998
HACE1	0.013981312142857142
HACL1	0.024254033
HADH	0.030339885714285714
HADHA	0.020815408666666663
HADHB	0.014312891999999999
HAGH	0.03213215
HAGHL	0.040342666666666666
HAGLR	0.0408322
HAGLROS	0.0497427
HAL	0.02663702857142857
HAMP	0.02292663
HAND1	0.02973185
HAND2	0.019582099999999998
HAND2-AS1	0.033601677777777776
HAO1	0.026969566666666667
HAO2	0.03389238571428571
HAP1	0.04124771111111111
HAPLN1	0.0148751425
HAPLN2	0.022587758571428574
HAPLN3	0.0389437
HAPLN4	0.022924935
HAR1A	0.0
HARBI1	0.048764499999999995
HARS1	0.015832613333333335
HARS2	0.022429552727272727
HAS1	0.015026033333333333
HAS2	0.018962325000000002
HAS2-AS1	0.0455489
HAS3	0.023308974285714285
HASPIN	0.0216648
HAT1	0.004492463333333333
HAUS1	0.014130562
HAUS2	0.0458529
HAUS3	0.0208871825
HAUS4	0.019753148571428573
HAUS5	0.0336944
HAUS6	0.027295788888888887
HAUS7	0.0405916
